,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
4220,0.0,0.0,0.0,0.0,0.20140037,0.0,0.12652381,1.0016135,2.3168716,1.3194422,3.714858,0.0,1.1139351,1.2307569,0.0,2.125921,0.0,0.0,0.0,0.7561788,0.0,0.0,0.0,0.43340898,0.6814717,0.0,4.9119945,0.0,0.0,1.6214285,0.2989404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7268243,1.4450675,3.1446278,1.103226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59737235,0.0,0.0,0.0,1.1401918,0.0,0.0,0.0,0.0,3.889122,0.0,0.69854224,3.9252224,0.0,2.1697078,3.1584115,0.0,0.0,0.0,2.3214922,0.0,0.0,0.0,1.3217705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2978153,0.0,0.0,0.0,1.435868,0.0,0.0,0.0,0.0,0.23306417,0.0,0.0,0.0,4.145795,0.0,0.0,0.0,0.0,3.905707,0.0,0.0,5.164409,2.8618326,1.0179456,0.0,0.0,0.0,0.0,0.0,0.0,3.368575,2.0469208,0.0,0.0,0.0,0.0,0.0,0.0
4222,0.0,0.0,0.0,0.0,0.40814298,0.0,0.0,1.4383329,2.5997002,0.0,3.9572816,0.0,2.7172303,1.4518945,0.0,1.747211,0.0,0.0,0.0,1.7744014,0.0,0.0,0.0,0.8571502,1.0378642,0.0,4.4167585,0.0,0.0,2.2848547,0.0,0.0,0.9134118,0.0,0.0,0.0,0.0,0.0,0.0,3.9761362,0.4903755,3.0133657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49930438,0.0,0.0,0.0,2.1486835,0.0,0.0,0.0,0.0,3.9475245,0.0,1.3524922,3.597013,0.0,0.51358724,1.8675088,0.0,0.0,0.0,0.81090534,0.0,0.0,0.0,1.2364101,0.0,0.0,0.0,0.0,0.0,0.6953589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.514752,0.0,0.0,0.0,2.7798712,0.0,0.0,0.0,0.0,0.74198407,0.0,0.0,0.0,5.419549,0.0,0.0,0.0,0.0,3.9287858,0.0,0.0,4.6985083,1.8947024,0.0,0.0,0.0,0.0,0.0,0.0,1.2721406,2.7364707,0.7170868,0.0,0.0,0.39784682,0.0,0.0,0.33746922
4255,0.0,0.0,0.0,0.0,0.2012364,0.0,0.0,1.1143041,2.3991268,1.623842,3.5492628,0.0,1.9369007,1.5898004,0.0,3.4681904,0.0,0.0,0.0,1.5628366,0.0,0.0,0.0,0.13470742,0.24560268,0.0,4.7659473,0.0,0.0,1.8525178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0969524,1.3270279,2.5851898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14591126,0.0,0.0,0.0,1.4785507,0.0,0.0,0.0,0.0,4.4738655,0.0,1.3799751,3.684851,0.0,2.382017,3.4309082,0.0,0.0,0.0,1.7131419,0.0,0.0,0.0,1.2738065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6115375,0.0,0.0,0.0,1.7345519,0.0,0.0,0.0,0.0,0.67599237,0.0,0.0,0.0,4.9100776,0.0,0.0,0.0,0.0,3.6191854,0.0,0.0,5.3724966,2.5796785,0.21511501,0.0,0.0,0.0,0.0,0.0,0.0,3.2749777,1.1876304,0.0,0.0,0.0,0.0,0.0,0.08334877
4257,0.0,0.0,0.0,0.0,0.36023533,0.0,0.35651678,1.4010292,2.4365685,0.0,4.0901093,0.0,2.353762,1.6805973,0.0,0.8612378,0.0,0.0,0.0,1.4217285,0.0,0.0,0.0,0.97533184,0.95296055,0.0,4.5346866,0.0,0.0,2.6058497,1.1257776,0.0,0.9634626,0.0,0.0,0.0,0.0,0.0,0.0,3.6693883,0.9822794,3.5991898,1.2716354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7950576,0.0,0.0,0.0,2.1019988,0.0,0.0,0.0,0.0,3.1222246,0.0,0.721498,3.5947485,0.0,0.0,1.6278647,0.0,0.0,0.0,0.7627225,0.0,0.0,0.0,1.2271057,0.0,0.0,0.0,0.0,0.0,0.7074291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0909066,0.0,0.0,0.0,2.469172,0.0,0.0,0.0,0.0,0.6859806,0.0,0.0,0.0,4.697427,0.0,0.0,0.0,0.0,4.0155897,0.0,0.0,4.650882,2.3335974,0.6424844,0.0,0.0,0.0,0.0,0.0,1.4663246,2.6981785,1.5172111,0.0,0.0,0.407704,0.0,0.0,0.51939356
4258,0.0,0.0,0.0,0.0,0.2904195,0.0,0.42472705,1.3575526,2.535896,0.0,4.0608897,0.0,2.303731,1.6582494,0.0,1.1054229,0.0,0.0,0.0,1.3894337,0.0,0.0,0.0,0.8034389,0.40723282,0.0,4.665031,0.0,0.0,2.6568863,1.4793643,0.0,0.7683569,0.0,0.0,0.0,0.0,0.0,0.0,3.4247465,0.97831213,3.5852745,1.4962832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0485467,0.0,0.0,0.0,2.1083164,0.0,0.0,0.0,0.0,3.1445873,0.0,0.7293415,3.557294,0.0,0.0,1.8203789,0.0,0.0,0.0,0.73396933,0.0,0.0,0.0,1.0658611,0.0,0.0,0.0,0.0,0.0,0.658385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1699677,0.0,0.0,0.0,2.1050234,0.0,0.0,0.0,0.0,0.7736755,0.0,0.0,0.0,4.490557,0.0,0.0,0.0,0.0,3.9236076,0.0,0.0,4.726638,2.3246639,0.76546806,0.0,0.0,0.0,0.0,0.0,1.1725693,2.580767,1.7591807,0.0,0.0,0.26639807,0.0,0.0,0.697333
4260,0.0,0.0,0.0,0.0,0.42593807,0.0,0.37797642,1.3774195,2.2721262,0.0,4.3861356,0.0,1.768502,0.98194945,0.0,0.0,0.0,0.0,0.0,0.90169543,0.0,0.0,0.0,1.526287,2.042102,0.0,4.255016,0.0,0.0,2.3082516,0.9354783,0.0,0.6185995,0.0,0.0,0.0,0.0,0.0,0.0,3.5761104,0.7201704,3.622503,1.4886001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83535814,0.0,0.0,0.0,2.0061932,0.0,0.0,0.0,0.0,2.9856722,0.0,0.37717527,4.167585,0.0,0.0,1.2740291,0.0,0.0,0.0,1.5470603,0.0,0.0,0.0,1.5388885,0.0,0.0,0.0,0.0,0.0,0.6865983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3253803,0.0,0.0,0.0,2.969099,0.0,0.0,0.0,0.0,0.14774367,0.0,0.0,0.0,4.601276,0.0,0.0,0.0,0.0,4.3231688,0.0,0.0,4.372921,2.1336246,0.67544746,0.0,0.0,0.0,0.0,0.0,1.7230579,2.9343033,1.5281074,0.0,0.0,0.37517425,0.0,0.0,0.07270093
4261,0.0,0.0,0.0,0.0,0.36441422,0.0,0.0,1.3644656,2.6074436,0.0,3.8021922,0.0,2.7340286,1.659093,0.0,2.1253655,0.0,0.0,0.0,1.8612943,0.0,0.0,0.0,0.50125974,0.52328736,0.0,4.6080303,0.0,0.0,2.3948238,0.0,0.0,0.9364592,0.0,0.0,0.0,0.0,0.0,0.0,3.873143,0.6194087,2.988815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5191854,0.0,0.0,0.0,2.222586,0.0,0.0,0.0,0.0,4.08844,0.0,1.4240652,3.317886,0.0,0.55257124,2.0941298,0.0,0.0,0.0,0.7002351,0.0,0.0,0.0,1.0688914,0.0,0.0,0.0,0.0,0.0,0.5914228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.526197,0.0,0.0,0.0,2.41655,0.0,0.0,0.0,0.0,0.90038455,0.0,0.0,0.0,5.35158,0.0,0.0,0.0,0.0,3.7652369,0.0,0.0,4.836815,1.898395,0.0,0.0,0.0,0.0,0.0,0.0,0.9588252,2.6479576,0.7891291,0.0,0.0,0.21868551,0.0,0.0,0.5253321
4263,0.0,0.0,0.0,0.0,0.011269439,0.0,0.77170956,1.7616265,3.0458295,0.900455,4.8256435,0.0,1.6756634,0.97522175,0.0,1.3498845,0.0,0.0,0.0,0.7289456,0.0,0.0,0.0,1.4145426,1.5721146,0.0,4.748883,0.0,0.0,2.1813014,2.311777,0.0,1.1726938,0.0,0.0,0.0,0.0,0.0,0.0,2.887106,0.5644935,3.207496,1.3622798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3176582,0.0,0.0,0.0,1.0506887,0.0,0.0,0.0,0.0,3.0810452,0.0,1.1949795,3.8347788,0.0,0.057044998,1.2446886,0.0,0.0,0.0,0.7297908,0.0,0.0,0.0,1.5550249,0.0,0.0,0.0,0.0,0.0,1.0583398,0.0,0.0,0.0,0.0,2.2709537,0.0,0.0,0.0,0.0,0.0,5.011781,0.0,0.0,0.0,1.9783838,0.0,0.0,0.0,0.0,0.8005223,0.0,0.0,0.0,4.0862536,0.0,0.0,0.0,0.0,4.2543497,0.0,0.0,5.300057,1.9353478,1.1843942,0.0,0.0,0.0,0.0,0.0,1.386591,2.3294284,0.9436272,0.0,0.0,0.3751721,0.0,0.0,0.32931158
4304,0.0,0.0,0.0,0.0,0.2695844,0.0,0.42265907,1.4139215,2.6154532,0.0,3.9619994,0.0,2.4115188,1.8796207,0.0,1.5456191,0.0,0.0,0.0,1.6016313,0.0,0.0,0.0,0.54607475,0.29765862,0.0,4.8083615,0.0,0.0,2.715013,1.5175984,0.0,0.96663034,0.0,0.0,0.0,0.0,0.0,0.0,3.5482364,1.0307432,3.4693866,1.2566205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788692,0.0,0.0,0.0,2.0199602,0.0,0.0,0.0,0.0,3.4059577,0.0,0.9890644,3.2302923,0.0,0.0,1.9571925,0.0,0.0,0.0,0.4116151,0.0,0.0,0.0,1.0193422,0.0,0.0,0.0,0.0,0.0,0.59998477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.060411,0.0,0.0,0.0,1.8198241,0.0,0.0,0.0,0.0,0.9944761,0.0,0.0,0.0,4.683744,0.0,0.0,0.0,0.0,3.7815802,0.0,0.0,4.917095,2.328576,0.7790126,0.0,0.0,0.0,0.0,0.0,1.0569175,2.4683423,1.5427285,0.0,0.0,0.2359998,0.0,0.0,0.79200214
4306,0.0,0.0,0.0,0.0,0.0,0.0,0.8237352,1.8333952,3.161183,1.0210638,4.875401,0.0,2.01408,1.3259727,0.0,1.6177773,0.0,0.0,0.0,1.1226803,0.0,0.0,0.0,1.3624805,1.3731025,0.0,4.690515,0.0,0.0,2.276782,2.315332,0.0,1.3824044,0.0,0.0,0.0,0.0,0.0,0.0,2.972926,0.7409997,3.30855,1.4545188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4373888,0.0,0.0,0.0,1.0074426,0.0,0.0,0.0,0.0,3.049261,0.0,1.3790424,3.6522622,0.0,0.0,1.158341,0.0,0.0,0.0,0.22984664,0.0,0.0,0.0,1.4384472,0.0,0.0,0.0,0.0,0.0,1.1235336,0.0,0.0,0.0,0.0,2.516443,0.0,0.0,0.0,0.0,0.0,4.8868585,0.0,0.0,0.0,1.9201244,0.0,0.0,0.0,0.0,1.0119187,0.0,0.0,0.0,4.1738586,0.0,0.0,0.0,0.0,4.070014,0.0,0.0,5.326631,2.0897725,1.1304563,0.0,0.0,0.0,0.0,0.0,1.5203474,2.1308362,1.0236175,0.0,0.0,0.6526516,0.0,0.0,0.54438287
4307,0.0,0.0,0.0,0.0,0.28222403,0.0,0.0,1.1238743,2.2819352,1.4959432,3.7348433,0.0,1.6024388,1.0320628,0.0,2.4108968,0.0,0.0,0.0,1.2116435,0.0,0.0,0.0,0.50097054,1.2371498,0.0,4.4533143,0.0,0.0,1.5171448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2943559,1.0071245,2.659358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1838835,0.0,0.0,0.0,1.5166407,0.0,0.0,0.0,0.0,4.4351473,0.0,1.3242831,4.006399,0.0,2.804176,3.1045845,0.0,0.0,0.0,2.384516,0.0,0.0,0.0,1.4871563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7308645,0.0,0.0,0.0,2.221096,0.0,0.0,0.0,0.0,0.15257442,0.0,0.0,0.0,5.047518,0.0,0.0,0.0,0.0,3.8429804,0.0,0.0,5.011244,2.2614884,0.16225266,0.0,0.0,0.0,0.0,0.0,0.0,3.4126666,1.03587,0.0,0.0,0.0,0.0,0.0,0.0
4309,0.0,0.0,0.0,0.0,0.507307,0.0,0.0,1.4395391,2.410763,0.0,4.033152,0.0,2.8588703,1.3810617,0.0,1.3393961,0.0,0.0,0.0,1.7376201,0.0,0.0,0.0,1.1606052,1.5248296,0.0,4.198314,0.0,0.0,2.3501754,0.0,0.0,1.026845,0.0,0.0,0.0,0.0,0.0,0.0,4.1872206,0.46828514,2.9490154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26231438,0.0,0.0,0.0,2.3243732,0.0,0.0,0.0,0.0,3.8030844,0.0,1.1529549,3.7858264,0.0,0.16851783,1.6053715,0.0,0.0,0.0,0.79030216,0.0,0.0,0.0,1.3717114,0.0,0.0,0.0,0.0,0.0,0.7701358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4338884,0.0,0.0,0.0,3.2841752,0.0,0.0,0.0,0.0,0.6140554,0.0,0.0,0.0,5.6603394,0.0,0.0,0.0,0.0,4.0831285,0.0,0.0,4.5838337,1.8011258,0.0,0.0,0.0,0.0,0.0,0.0,1.6656774,2.8064816,0.58326745,0.0,0.0,0.6625255,0.0,0.0,0.2526167
4315,0.0,0.0,0.0,0.0,0.260709,0.0,0.5088282,1.3586615,2.542617,0.0,3.9633586,0.0,2.1754792,1.7365935,0.0,1.1992661,0.0,0.0,0.0,1.3209237,0.0,0.0,0.0,0.7450041,0.38206148,0.0,4.7452283,0.0,0.0,2.6273737,1.6487858,0.0,0.72483844,0.0,0.0,0.0,0.0,0.0,0.0,3.331424,1.0980551,3.5927768,1.6155355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0385801,0.0,0.0,0.0,1.9428221,0.0,0.0,0.0,0.0,3.1196456,0.0,0.661088,3.5395234,0.0,0.0,1.9338278,0.0,0.0,0.0,0.7051276,0.0,0.0,0.0,1.0845525,0.0,0.0,0.0,0.0,0.0,0.5808883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.248651,0.0,0.0,0.0,1.9090889,0.0,0.0,0.0,0.0,0.83229077,0.0,0.0,0.0,4.377318,0.0,0.0,0.0,0.0,3.9315896,0.0,0.0,4.8044133,2.4821577,0.89246494,0.0,0.0,0.0,0.0,0.0,0.9844115,2.664495,1.8573992,0.0,0.0,0.24723291,0.0,0.0,0.6796387
4317,0.0,0.0,0.0,0.0,0.0,0.0,0.952569,1.8341302,2.8073688,2.8861723,4.2978783,0.0,0.08734438,1.4791008,0.07713791,0.0,0.0,0.0,0.0,0.46944913,0.0,0.0,0.0,1.227115,1.343818,0.0,4.5397024,0.0,0.0,0.24024574,2.480219,0.0,0.019401573,0.0,0.0,0.0,0.0,0.0,0.0,2.0126815,2.156176,4.338471,3.8551838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8617276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8812604,0.0,0.90825564,4.130359,0.0,1.2816857,2.8840904,0.0,0.0,0.0,1.3412534,0.3106393,0.0,0.0,1.202401,0.0,0.0,0.0,0.0,0.0,0.27700412,0.0,0.0,0.0,0.0,4.8866625,0.0,0.0,0.0,0.0,0.0,6.6726646,0.0,0.0,0.0,0.7418167,0.0,0.0,0.0,0.0,0.07217599,0.0,0.0,0.0,3.2786822,0.0,0.0,0.0,0.0,4.20839,0.0,0.0,5.5471573,3.6156273,2.104841,0.0,0.0,0.0,0.0,0.0,0.0,3.0860517,2.8571632,0.0,0.0,0.40814558,0.0,0.0,1.2223926
4318,0.0,0.0,0.0,0.0,0.35175577,0.0,0.4001867,1.401273,2.4578133,0.0,4.148463,0.0,2.2180476,1.5737743,0.0,0.87074035,0.0,0.0,0.0,1.3711175,0.0,0.0,0.0,1.0172311,0.9505023,0.0,4.5786033,0.0,0.0,2.5846176,1.2010067,0.0,0.8180464,0.0,0.0,0.0,0.0,0.0,0.0,3.5849824,1.0099137,3.5788555,1.4028748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974782,0.0,0.0,0.0,2.0218015,0.0,0.0,0.0,0.0,3.1827228,0.0,0.6781908,3.6642733,0.0,0.0,1.7182219,0.0,0.0,0.0,0.8302169,0.0,0.0,0.0,1.2554455,0.0,0.0,0.0,0.0,0.0,0.64632314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1990604,0.0,0.0,0.0,2.3642757,0.0,0.0,0.0,0.0,0.67764807,0.0,0.0,0.0,4.647199,0.0,0.0,0.0,0.0,4.0420356,0.0,0.0,4.713888,2.3612745,0.69838977,0.0,0.0,0.0,0.0,0.0,1.3287462,2.724891,1.6159887,0.0,0.0,0.38896683,0.0,0.0,0.515165
4320,0.0,0.0,0.0,0.0,0.38084862,0.0,0.39669964,1.3307298,2.3448482,0.0,4.238003,0.0,1.7222222,1.0104398,0.0,0.0,0.0,0.0,0.0,0.7481046,0.0,0.0,0.0,1.4550434,1.7176194,0.0,4.329643,0.0,0.0,2.2300982,1.0907279,0.0,0.47862375,0.0,0.0,0.0,0.0,0.0,0.0,3.442664,0.7132373,3.642039,1.5225303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9049337,0.0,0.0,0.0,2.0206664,0.0,0.0,0.0,0.0,2.9412787,0.0,0.2919053,4.2535043,0.0,0.0,1.4180595,0.0,0.0,0.0,1.6849766,0.0,0.0,0.0,1.4833792,0.0,0.0,0.0,0.0,0.0,0.6740691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3580055,0.0,0.0,0.0,2.80485,0.0,0.0,0.0,0.0,0.16928056,0.0,0.0,0.0,4.525076,0.0,0.0,0.0,0.0,4.3483553,0.0,0.0,4.4472966,2.260825,0.74758106,0.0,0.0,0.0,0.0,0.0,1.4565454,3.0851347,1.7319199,0.0,0.0,0.29899195,0.0,0.0,0.08885748
4321,0.0,0.0,0.0,0.0,0.0,0.0,0.80230063,2.0945482,2.8614545,1.7614794,4.8119245,0.0,1.1845568,1.0580118,0.098884515,0.0,0.0,0.0,0.0,0.6410632,0.0,0.0,0.0,2.4819543,2.502695,0.0,3.9675183,0.0,0.0,0.79807705,1.7558762,0.0,0.6707094,0.0,0.0,0.0,0.0,0.0,0.0,2.639304,1.0322546,4.3574023,2.979395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7590156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5828547,0.0,0.7194033,4.760277,0.0,0.0,1.4657315,0.0,0.0,0.0,0.9305018,0.43736032,0.0,0.0,1.571982,0.0,0.0,0.0,0.0,0.0,1.3465614,0.0,0.0,0.0,0.0,4.843462,0.0,0.0,0.0,0.0,0.0,6.316469,0.0,0.0,0.0,2.3590055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0712085,0.0,0.0,0.0,0.0,4.798746,0.0,0.0,4.7710443,2.7278278,0.9993811,0.0,0.0,0.0,0.0,0.0,1.8241392,2.779317,1.8445647,0.0,0.0,1.4970616,0.0,0.0,1.3698627
4323,0.0,0.0,0.0,0.0,0.4400825,0.0,0.0,1.4651128,2.5761542,0.0,3.9323533,0.0,2.776706,1.4890233,0.0,1.7019169,0.0,0.0,0.0,1.6600441,0.0,0.0,0.0,0.90892947,1.1202259,0.0,4.4565988,0.0,0.0,2.3763874,0.0,0.0,0.92943895,0.0,0.0,0.0,0.0,0.0,0.0,3.9955983,0.5220553,3.0861702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36126998,0.0,0.0,0.0,2.2418528,0.0,0.0,0.0,0.0,3.7022426,0.0,1.2115602,3.692861,0.0,0.33966413,1.772676,0.0,0.0,0.0,0.82621825,0.0,0.0,0.0,1.3553307,0.0,0.0,0.0,0.0,0.0,0.7692696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.535044,0.0,0.0,0.0,2.9305115,0.0,0.0,0.0,0.0,0.71310455,0.0,0.0,0.0,5.244024,0.0,0.0,0.0,0.0,4.0190563,0.0,0.0,4.660969,2.075044,0.0,0.0,0.0,0.0,0.0,0.0,1.3902562,2.8165421,0.8005484,0.0,0.0,0.43687224,0.0,0.0,0.19067925
4325,0.0,0.0,0.0,0.0,0.39195114,0.0,0.45273268,1.3437471,2.4090893,0.0,4.2214932,0.0,1.7486897,1.1435179,0.0,0.2941128,0.0,0.0,0.0,0.9050889,0.0,0.0,0.0,1.1528665,1.3810712,0.0,4.5407195,0.0,0.0,2.3999298,1.2852329,0.0,0.56400967,0.0,0.0,0.0,0.0,0.0,0.0,3.3809326,0.8136175,3.5746515,1.5053438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9294059,0.0,0.0,0.0,1.9723333,0.0,0.0,0.0,0.0,3.0724435,0.0,0.5050171,3.9661896,0.0,0.0,1.5944377,0.0,0.0,0.0,1.395374,0.0,0.0,0.0,1.4039708,0.0,0.0,0.0,0.0,0.0,0.57455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3536158,0.0,0.0,0.0,2.4686522,0.0,0.0,0.0,0.0,0.39363164,0.0,0.0,0.0,4.412706,0.0,0.0,0.0,0.0,4.2523475,0.0,0.0,4.5630393,2.2520232,0.80942345,0.0,0.0,0.0,0.0,0.0,1.2871207,2.8710845,1.6383029,0.0,0.0,0.1434319,0.0,0.0,0.19778123
4327,0.0,0.0,0.0,0.0,0.5797947,0.0,0.0,1.344516,2.3230913,0.0,4.258333,0.0,2.4120002,0.8400058,0.0,0.35014746,0.0,0.0,0.0,1.2802681,0.0,0.0,0.0,1.5984306,2.3467712,0.0,4.0434723,0.0,0.0,2.1652462,0.0,0.0,0.85510355,0.0,0.0,0.0,0.0,0.0,0.0,4.083502,0.13861124,3.0657198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287294,0.0,0.0,0.0,2.3843887,0.0,0.0,0.0,0.0,3.6792808,0.0,0.94195753,4.1843433,0.0,0.47149128,1.1798856,0.0,0.0,0.0,1.4801506,0.0,0.0,0.0,1.6322936,0.0,0.0,0.0,0.0,0.0,0.8148101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.635097,0.0,0.0,0.0,3.6493235,0.0,0.0,0.0,0.0,0.1661635,0.0,0.0,0.0,5.4947534,0.0,0.0,0.0,0.0,4.283261,0.0,0.0,4.3403387,1.6616079,0.0,0.0,0.0,0.0,0.0,0.0,2.0067265,2.966974,0.5516262,0.0,0.0,0.5843218,0.0,0.0,0.0
4327,0.0,0.0,0.0,0.0,0.2979724,0.0,0.4676494,1.4083816,2.5483425,0.0,4.057257,0.0,2.239177,1.665837,0.0,1.113439,0.0,0.0,0.0,1.3540155,0.0,0.0,0.0,0.8860895,0.680736,0.0,4.679538,0.0,0.0,2.5944242,1.4038987,0.0,0.8157449,0.0,0.0,0.0,0.0,0.0,0.0,3.4581273,1.0237389,3.5744812,1.4198138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426837,0.0,0.0,0.0,1.9445267,0.0,0.0,0.0,0.0,3.1305783,0.0,0.7396269,3.5530279,0.0,0.0,1.8155199,0.0,0.0,0.0,0.71086574,0.0,0.0,0.0,1.1781884,0.0,0.0,0.0,0.0,0.0,0.65205646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1640925,0.0,0.0,0.0,2.135851,0.0,0.0,0.0,0.0,0.7858312,0.0,0.0,0.0,4.4764504,0.0,0.0,0.0,0.0,3.9789433,0.0,0.0,4.7607217,2.4569132,0.75554997,0.0,0.0,0.0,0.0,0.0,1.2194908,2.67283,1.6776593,0.0,0.0,0.32777098,0.0,0.0,0.5749602
4332,0.0,0.0,0.0,0.0,0.362105,0.0,0.41905326,1.3391535,2.3879418,0.0,4.383322,0.0,1.8836573,1.0992723,0.0,0.0,0.0,0.0,0.0,1.1167208,0.0,0.0,0.0,1.3229294,1.4813529,0.0,4.3539333,0.0,0.0,2.3381095,1.1083828,0.0,0.60611486,0.0,0.0,0.0,0.0,0.0,0.0,3.5195303,0.7502552,3.6696503,1.5973678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.070589,0.0,0.0,0.0,2.0608041,0.0,0.0,0.0,0.0,3.212938,0.0,0.5809823,3.9631264,0.0,0.0,1.4698648,0.0,0.0,0.0,1.3755226,0.0,0.0,0.0,1.3119498,0.0,0.0,0.0,0.0,0.0,0.67229223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3403068,0.0,0.0,0.0,2.6112378,0.0,0.0,0.0,0.0,0.27623346,0.0,0.0,0.0,4.694164,0.0,0.0,0.0,0.0,4.134208,0.0,0.0,4.470798,2.0602794,0.67764056,0.0,0.0,0.0,0.0,0.0,1.5173161,2.7764254,1.6372058,0.0,0.0,0.30345905,0.0,0.0,0.34932014
4334,0.0,0.0,0.0,0.0,0.0,0.0,0.866283,1.8392195,3.1916003,1.2135813,4.83467,0.0,1.8794748,1.2779174,0.0,1.9414207,0.0,0.0,0.0,1.0169255,0.0,0.0,0.0,1.1871922,1.1663939,0.0,4.8854766,0.0,0.0,2.268943,2.4817998,0.0,1.3238753,0.0,0.0,0.0,0.0,0.0,0.0,2.8909137,0.7817082,3.2509909,1.4243444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4660754,0.0,0.0,0.0,0.9475042,0.0,0.0,0.0,0.0,3.1359544,0.0,1.4491451,3.5455434,0.0,0.0,1.3977584,0.0,0.0,0.0,0.2874878,0.0,0.0,0.0,1.4247668,0.0,0.0,0.0,0.0,0.0,0.9993413,0.0,0.0,0.0,0.0,2.5387075,0.0,0.0,0.0,0.0,0.0,4.9597096,0.0,0.0,0.0,1.6360992,0.0,0.0,0.0,0.0,1.1112617,0.0,0.0,0.0,3.9975374,0.0,0.0,0.0,0.0,4.078224,0.0,0.0,5.474523,2.1653566,1.2313478,0.0,0.0,0.0,0.0,0.0,1.197991,2.1476767,1.0359097,0.0,0.0,0.42873794,0.0,0.0,0.49047282
